ym,zone_id,model_id,csi_score,csi_sales_exp,csi_service_exp,resp_cnt
2026-02,west,TRN,88.1,86.9,88.9,669
2026-02,west,VST,88.8,87.6,89.6,766
2026-02,west,AUR,88.5,87.3,89.3,309
2026-02,west,MRD,88.8,87.6,89.6,469
2026-02,west,NOV,88.4,87.2,89.2,381
2026-02,west,LUM,88.7,87.5,89.5,546
2026-02,central,TRN,88.4,87.2,89.2,438
2026-02,central,VST,88.3,87.1,89.1,501
2026-02,central,AUR,88.2,87.0,89.0,112
2026-02,central,MRD,87.3,86.1,88.1,307
2026-02,central,NOV,88.7,87.5,89.5,249
2026-02,central,LUM,88.4,87.2,89.2,198
2026-02,south,TRN,88.9,87.7,89.7,566
2026-02,south,VST,87.8,86.6,88.6,648
2026-02,south,AUR,88.8,87.6,89.6,145
2026-02,south,MRD,88.8,87.6,89.6,397
2026-02,south,NOV,87.5,86.3,88.3,322
2026-02,south,LUM,88.9,87.7,89.7,257
2026-02,northeast,TRN,88.5,87.3,89.3,438
2026-02,northeast,VST,88.6,87.4,89.4,501
2026-02,northeast,AUR,88.3,87.1,89.1,202
2026-02,northeast,MRD,87.9,86.7,88.7,307
2026-02,northeast,NOV,88.6,87.4,89.4,249
2026-02,northeast,LUM,88.2,87.0,89.0,357
2026-02,southeast,TRN,88.8,87.6,89.6,463
2026-02,southeast,VST,88.9,87.7,89.7,530
2026-02,southeast,AUR,88.2,87.0,89.0,159
2026-02,southeast,MRD,87.7,86.5,88.5,325
2026-02,southeast,NOV,88.1,86.9,88.9,264
2026-02,southeast,LUM,88.7,87.5,89.5,280
